Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,RainToday,Temp3pm,MaxTemp
0.4,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,13.0
0.4,46.25395075339949,26.0,24.0,66.0,51.0,0,14.2,15.0
0.0,46.25395075339949,33.0,30.0,58.0,50.0,0,14.2,15.0
0.0,46.25395075339949,11.0,15.0,82.0,52.0,0,13.4,15.0
3.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,1,10.209180327868852,17.8
0.4,46.25395075339949,15.991843971631205,30.0,77.14669738863287,45.0,0,14.8,17.0
0.0,46.25395075339949,30.0,24.0,72.0,30.0,0,15.5,16.0
0.0,46.25395075339949,15.991843971631205,22.0,77.14669738863287,45.0,0,14.2,16.0
0.0,46.25395075339949,22.0,17.0,43.0,33.0,0,17.2,17.9
2.0,46.25395075339949,15.991843971631205,13.0,77.14669738863287,64.0,1,15.0,17.8
0.6,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,13.1
5.0,46.25395075339949,15.991843971631205,26.0,77.14669738863287,69.72260901429095,1,7.9,14.0
46.0,46.25395075339949,37.0,15.232376904002834,100.0,69.72260901429095,1,10.209180327868852,13.8
9.0,46.25395075339949,15.991843971631205,24.0,77.14669738863287,100.0,1,5.5,8.0
0.0,46.25395075339949,11.0,20.0,94.0,68.0,0,13.5,15.0
0.0,46.25395075339949,20.0,22.0,61.0,70.0,0,12.6,15.0
0.0,46.25395075339949,17.0,24.0,84.0,100.0,0,7.8,15.0
12.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,1,10.209180327868852,14.0
4.0,46.25395075339949,20.0,19.0,89.0,58.0,1,10.0,11.8
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,65.0,0,11.7,13.0
0.0,46.25395075339949,13.0,11.0,61.0,57.0,0,14.9,15.4
0.0,46.25395075339949,15.991843971631205,19.0,77.14669738863287,56.0,0,18.0,20.0
1.0,46.25395075339949,28.0,17.0,100.0,100.0,0,15.4,19.0
0.4,46.25395075339949,11.0,11.0,100.0,99.0,0,14.4,14.7
0.0,46.25395075339949,15.991843971631205,17.0,77.14669738863287,42.0,0,19.1,20.0
0.2,46.25395075339949,15.0,20.0,53.0,36.0,0,20.6,22.0
0.0,46.25395075339949,24.0,17.0,72.0,100.0,0,12.5,18.0
11.0,46.25395075339949,26.0,15.232376904002834,100.0,69.72260901429095,1,10.209180327868852,20.0
0.4,46.25395075339949,20.0,15.232376904002834,74.0,69.72260901429095,0,10.209180327868852,17.0
0.0,46.25395075339949,37.0,31.0,65.0,100.0,0,5.5,10.0
2.0,46.25395075339949,20.0,22.0,78.0,53.0,1,13.1,14.0
0.0,46.25395075339949,31.0,39.0,76.0,53.0,0,15.3,16.0
0.0,46.25395075339949,13.0,15.0,32.0,32.0,0,15.2,16.1
0.0,46.25395075339949,15.991843971631205,15.0,77.14669738863287,54.0,0,15.8,18.0
0.0,46.25395075339949,20.0,13.0,88.0,56.0,0,19.7,22.0
0.0,46.25395075339949,24.0,20.0,29.0,30.0,0,21.2,22.0
0.0,46.25395075339949,20.0,24.0,26.0,24.0,0,24.1,24.6
0.0,46.25395075339949,15.991843971631205,26.0,77.14669738863287,26.0,0,26.9,26.9
0.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,21.0
0.2,46.25395075339949,15.0,17.0,99.0,59.0,0,12.9,14.0
0.0,46.25395075339949,17.0,15.232376904002834,99.0,69.72260901429095,0,10.209180327868852,17.0
0.2,46.25395075339949,11.0,22.0,83.0,54.0,0,18.6,20.0
7.0,46.25395075339949,9.0,13.0,79.0,51.0,1,18.6,22.0
0.2,46.25395075339949,20.0,20.0,87.0,48.0,0,22.6,24.0
0.0,46.25395075339949,28.0,15.232376904002834,60.0,69.72260901429095,0,10.209180327868852,26.7
0.0,46.25395075339949,15.991843971631205,20.0,77.14669738863287,36.0,0,26.0,26.4
0.0,46.25395075339949,15.991843971631205,26.0,77.14669738863287,27.0,0,17.7,19.0
0.0,46.25395075339949,17.0,15.232376904002834,46.0,69.72260901429095,0,10.209180327868852,17.0
0.0,46.25395075339949,20.0,15.232376904002834,48.0,69.72260901429095,0,10.209180327868852,21.0
0.0,46.25395075339949,15.0,15.232376904002834,50.0,69.72260901429095,0,10.209180327868852,22.6
0.0,46.25395075339949,15.991843971631205,19.0,77.14669738863287,61.0,0,19.1,25.0
15.0,46.25395075339949,22.0,17.0,90.0,52.0,1,23.1,23.7
1.0,46.25395075339949,15.991843971631205,33.0,77.14669738863287,100.0,0,13.8,16.9
33.0,46.25395075339949,15.991843971631205,26.0,77.14669738863287,100.0,1,17.0,20.0
22.0,46.25395075339949,31.0,20.0,100.0,61.0,1,17.1,19.0
0.2,46.25395075339949,13.0,9.0,63.0,64.0,0,20.0,21.3
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,55.0,0,23.3,25.0
0.0,46.25395075339949,11.0,17.0,49.0,61.0,0,23.2,23.8
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,50.0,0,24.5,25.2
0.0,46.25395075339949,15.991843971631205,6.0,77.14669738863287,33.0,0,26.8,28.0
0.0,46.25395075339949,13.0,15.232376904002834,29.0,69.72260901429095,0,10.209180327868852,29.0
0.0,46.25395075339949,22.0,15.232376904002834,34.0,69.72260901429095,0,10.209180327868852,29.0
0.0,46.25395075339949,19.0,17.0,22.0,36.0,0,24.8,25.0
0.0,46.25395075339949,19.0,15.232376904002834,21.0,69.72260901429095,0,10.209180327868852,25.0
0.2,46.25395075339949,13.0,24.0,60.0,72.0,0,21.2,26.7
3.0,46.25395075339949,15.991843971631205,15.0,77.14669738863287,65.0,1,22.6,23.3
0.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,27.0
0.0,46.25395075339949,13.0,15.232376904002834,59.0,69.72260901429095,0,10.209180327868852,29.0
0.0,46.25395075339949,26.0,15.232376904002834,55.0,69.72260901429095,0,10.209180327868852,28.9
0.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,29.0
0.0,46.25395075339949,15.991843971631205,15.0,77.14669738863287,73.0,0,20.0,21.0
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,71.0,0,14.0,18.0
0.2,46.25395075339949,15.0,15.232376904002834,99.0,69.72260901429095,0,10.209180327868852,13.0
0.0,46.25395075339949,19.0,15.232376904002834,99.0,69.72260901429095,0,10.209180327868852,6.0
3.0,46.25395075339949,35.0,28.0,99.0,99.0,1,5.9,8.0
0.0,46.25395075339949,19.0,19.0,99.0,75.0,0,10.3,12.0
0.4,46.25395075339949,20.0,15.232376904002834,100.0,69.72260901429095,0,10.209180327868852,11.0
9.0,46.25395075339949,35.0,15.232376904002834,100.0,69.72260901429095,1,10.209180327868852,10.4
0.2,46.25395075339949,15.991843971631205,20.0,77.14669738863287,84.0,0,11.2,13.0
0.0,46.25395075339949,19.0,15.232376904002834,100.0,69.72260901429095,0,10.209180327868852,17.0
0.0,46.25395075339949,24.0,20.0,99.0,45.0,0,19.1,20.0
0.2,46.25395075339949,11.0,19.0,48.0,49.0,0,19.3,21.0
0.0,46.25395075339949,6.0,19.0,87.0,56.0,0,17.4,20.0
0.2,46.25395075339949,13.0,15.0,100.0,64.0,0,16.3,19.0
0.2,46.25395075339949,24.0,24.0,99.0,65.0,0,17.6,19.5
0.4,46.25395075339949,15.991843971631205,33.0,77.14669738863287,33.0,0,20.0,21.0
0.0,46.25395075339949,22.0,19.0,20.0,16.0,0,21.6,22.3
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,47.0,0,17.7,19.0
0.0,46.25395075339949,11.0,20.0,66.0,36.0,0,20.8,21.0
0.0,46.25395075339949,17.0,24.0,56.0,34.0,0,23.3,24.0
0.0,46.25395075339949,15.0,15.0,99.0,48.0,0,18.8,20.0
0.0,46.25395075339949,19.0,11.0,99.0,59.0,0,17.5,19.0
0.2,46.25395075339949,20.0,13.0,100.0,81.0,0,15.9,16.1
0.8,46.25395075339949,15.991843971631205,22.0,77.14669738863287,45.0,0,11.0,11.5
0.0,46.25395075339949,15.991843971631205,20.0,77.14669738863287,50.0,0,10.9,11.1
0.0,46.25395075339949,15.991843971631205,13.0,77.14669738863287,51.0,0,14.9,16.0
0.0,46.25395075339949,15.0,15.0,55.0,30.0,0,18.6,18.6
0.0,46.25395075339949,15.991843971631205,13.0,77.14669738863287,56.0,0,17.2,18.0
0.2,46.25395075339949,13.0,15.0,100.0,76.0,0,15.6,17.7
0.4,46.25395075339949,15.991843971631205,17.0,77.14669738863287,57.0,0,17.4,19.0
0.0,46.25395075339949,28.0,15.232376904002834,100.0,69.72260901429095,0,10.209180327868852,15.4
0.6,46.25395075339949,15.991843971631205,15.0,77.14669738863287,57.0,0,19.6,20.0
0.2,46.25395075339949,13.0,15.0,99.0,98.0,0,12.4,17.0
4.0,46.25395075339949,19.0,19.0,100.0,100.0,1,12.9,13.0
9.0,46.25395075339949,17.0,28.0,80.0,54.0,1,10.0,10.0
0.0,46.25395075339949,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,12.0
0.0,46.25395075339949,31.0,13.0,93.0,50.0,0,16.1,17.0
0.0,46.25395075339949,20.0,15.232376904002834,77.0,69.72260901429095,0,10.209180327868852,19.0
0.0,46.25395075339949,24.0,15.232376904002834,61.0,69.72260901429095,0,10.209180327868852,19.2
0.0,46.25395075339949,15.991843971631205,15.0,77.14669738863287,27.0,0,19.5,20.0
0.0,46.25395075339949,6.0,13.0,31.0,35.0,0,17.6,21.0
0.0,46.25395075339949,19.0,15.232376904002834,69.0,69.72260901429095,0,10.209180327868852,20.3
0.0,46.25395075339949,15.991843971631205,19.0,77.14669738863287,46.0,0,19.4,20.5
0.0,46.25395075339949,15.991843971631205,28.0,77.14669738863287,34.0,0,20.6,21.0
0.0,46.25395075339949,26.0,31.0,58.0,64.0,0,14.6,18.9
0.0,46.25395075339949,15.991843971631205,22.0,77.14669738863287,73.0,0,14.0,18.0
0.2,46.25395075339949,7.0,15.232376904002834,99.0,69.72260901429095,0,10.209180327868852,18.1
0.2,46.25395075339949,15.991843971631205,15.0,77.14669738863287,61.0,0,16.7,18.0
0.0,46.25395075339949,15.0,9.0,66.0,30.0,0,20.3,20.9
0.0,46.25395075339949,15.991843971631205,17.0,77.14669738863287,59.0,0,15.5,16.0
0.2,46.25395075339949,31.0,15.232376904002834,99.0,69.72260901429095,0,10.209180327868852,13.0
0.4,46.25395075339949,37.0,28.0,100.0,97.0,0,13.0,14.0
1.0,46.25395075339949,31.0,15.232376904002834,100.0,69.72260901429095,0,10.209180327868852,15.0
2.0,46.25395075339949,17.0,19.0,100.0,93.0,1,14.9,17.0
15.0,46.25395075339949,7.0,15.232376904002834,97.0,69.72260901429095,1,10.209180327868852,13.2
0.0,46.25395075339949,22.0,15.232376904002834,100.0,69.72260901429095,0,10.209180327868852,12.0
0.2,46.25395075339949,13.0,11.0,97.0,69.72260901429095,0,12.3,12.3
0.0,46.25395075339949,0.0,11.0,77.14669738863287,69.72260901429095,0,9.6,12.2
0.0,46.25395075339949,15.991843971631205,9.0,77.14669738863287,69.72260901429095,0,14.3,15.0
0.0,46.25395075339949,11.0,11.0,77.14669738863287,69.72260901429095,0,14.3,15.0
0.0,46.25395075339949,15.0,13.0,77.14669738863287,69.72260901429095,0,10.1,12.0
0.8,46.25395075339949,15.0,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,14.0
20.0,46.25395075339949,17.0,13.0,77.14669738863287,69.72260901429095,1,12.6,14.0
0.2,46.25395075339949,7.0,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,13.0
18.0,46.25395075339949,11.0,13.0,77.14669738863287,69.72260901429095,1,11.0,12.0
2.0,46.25395075339949,30.0,15.232376904002834,77.14669738863287,69.72260901429095,1,10.209180327868852,11.0
0.0,46.25395075339949,20.0,20.0,77.14669738863287,69.72260901429095,0,8.9,11.0
0.0,46.25395075339949,22.0,11.0,77.14669738863287,69.72260901429095,0,11.5,12.0
0.0,46.25395075339949,6.0,13.0,77.14669738863287,69.72260901429095,0,13.3,14.0
0.0,46.25395075339949,15.0,15.0,77.14669738863287,69.72260901429095,0,8.0,10.0
0.0,46.25395075339949,15.991843971631205,11.0,77.14669738863287,69.72260901429095,0,8.1,9.0
0.0,46.25395075339949,28.0,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,9.0
0.0,46.25395075339949,19.0,17.0,77.14669738863287,99.0,0,6.5,7.9
0.0,46.0,20.0,9.0,100.0,89.0,0,8.6,9.3
0.0,69.0,31.0,30.0,100.0,100.0,0,6.1,7.7
24.4,100.0,33.0,33.0,100.0,100.0,1,3.6,4.9
38.8,76.0,28.0,31.0,100.0,100.0,1,-1.9,-1.7
10.6,50.0,17.0,13.0,100.0,100.0,1,-1.3,0.0
5.6,46.25395075339949,9.0,17.0,100.0,69.72260901429095,1,10.209180327868852,0.0
0.8,24.0,7.0,9.0,98.0,93.0,0,1.4,2.4
0.0,22.0,6.0,4.0,89.0,90.0,0,4.4,6.8
0.0,33.0,13.0,13.0,78.0,56.0,0,7.3,7.9
0.0,20.0,7.0,6.0,61.0,67.0,0,7.9,8.8
0.0,22.0,9.0,13.0,81.0,62.0,0,9.2,9.9
0.0,31.0,20.0,9.0,53.0,41.0,0,10.2,10.9
0.0,26.0,9.0,13.0,66.0,67.0,0,9.5,10.4
0.0,26.0,15.0,13.0,64.0,64.0,0,10.0,10.6
0.0,41.0,20.0,17.0,36.0,46.0,0,10.0,11.3
0.0,24.0,4.0,7.0,26.0,54.0,0,9.3,10.2
0.0,31.0,13.0,9.0,48.0,57.0,0,9.1,12.4
0.0,33.0,15.0,13.0,82.0,75.0,0,6.8,7.6
0.0,20.0,13.0,4.0,84.0,87.0,0,4.9,7.5
0.4,28.0,7.0,11.0,81.0,80.0,0,4.5,7.1
0.0,59.0,30.0,33.0,91.0,79.0,0,2.6,5.3
0.2,80.0,35.0,33.0,96.0,97.0,0,0.8,2.3
1.0,81.0,35.0,35.0,98.0,98.0,0,2.6,4.1
17.8,94.0,46.0,37.0,98.0,94.0,1,2.6,7.1
0.0,48.0,28.0,19.0,36.0,34.0,0,9.9,10.7
0.0,39.0,19.0,15.0,37.0,69.0,0,6.6,8.7
0.0,43.0,22.0,20.0,98.0,98.0,0,5.1,5.7
0.2,59.0,37.0,26.0,98.0,98.0,0,4.4,5.2
0.2,69.0,39.0,33.0,98.0,94.0,0,4.8,5.5
0.8,76.0,39.0,43.0,98.0,98.0,0,4.4,4.7
1.8,74.0,44.0,33.0,98.0,90.0,1,6.0,7.2
0.0,59.0,31.0,22.0,97.0,87.0,0,5.7,7.2
0.0,44.0,17.0,13.0,98.0,85.0,0,6.3,7.2
0.6,44.0,19.0,15.0,97.0,95.0,0,6.8,7.6
5.8,35.0,13.0,11.0,91.0,64.0,1,6.9,7.2
0.0,26.0,9.0,7.0,96.0,62.0,0,5.3,6.5
0.0,39.0,17.0,17.0,97.0,85.0,0,1.8,2.5
0.0,61.0,20.0,17.0,97.0,81.0,0,2.4,2.7
0.2,59.0,37.0,28.0,97.0,97.0,0,2.7,3.4
1.8,54.0,24.0,22.0,95.0,93.0,1,1.8,2.9
1.0,52.0,37.0,24.0,90.0,89.0,0,4.0,5.0
8.4,46.0,19.0,15.0,87.0,86.0,1,5.0,5.5
18.2,33.0,11.0,4.0,86.0,86.0,1,4.9,5.3
2.2,46.25395075339949,19.0,15.232376904002834,88.0,69.72260901429095,1,10.209180327868852,6.5
3.292260061919504,43.0,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,3.2
7.4,57.0,17.0,26.0,88.0,89.0,1,-0.3,0.1
10.2,50.0,26.0,20.0,88.0,88.0,1,-0.3,-0.1
9.6,39.0,22.0,13.0,86.0,86.0,1,-2.9,-2.2
9.8,31.0,15.0,17.0,82.0,83.0,1,-5.1,-0.6
1.0,31.0,20.0,15.0,47.0,72.0,0,-0.4,0.6
0.0,35.0,24.0,17.0,45.0,50.0,0,2.4,3.2
0.0,52.0,22.0,24.0,35.0,51.0,0,0.9,2.2
0.0,44.0,20.0,13.0,78.0,83.0,0,2.1,4.0
0.0,33.0,20.0,11.0,96.0,62.0,0,2.9,3.5
0.0,43.0,22.0,6.0,98.0,88.0,0,1.8,3.0
0.0,28.0,17.0,15.232376904002834,98.0,69.72260901429095,0,10.209180327868852,4.2
0.0,44.0,20.0,15.232376904002834,97.0,69.72260901429095,0,10.209180327868852,2.9
0.0,59.0,30.0,15.232376904002834,98.0,69.72260901429095,0,10.209180327868852,3.3
0.2,57.0,30.0,15.232376904002834,98.0,69.72260901429095,0,10.209180327868852,4.0
17.6,44.0,13.0,15.232376904002834,98.0,69.72260901429095,1,10.209180327868852,5.0
0.8,20.0,13.0,15.232376904002834,77.0,69.72260901429095,0,10.209180327868852,8.1
0.0,24.0,13.0,15.232376904002834,70.0,69.72260901429095,0,10.209180327868852,6.8
3.4,37.0,15.0,13.0,97.0,98.0,1,1.2,3.9
3.2,41.0,22.0,20.0,97.0,97.0,1,-0.6,0.4
0.6,46.25395075339949,0.0,15.232376904002834,97.0,69.72260901429095,0,10.209180327868852,2.6
3.292260061919504,26.0,15.991843971631205,15.232376904002834,77.14669738863287,69.72260901429095,0,10.209180327868852,4.2
2.6,48.0,13.0,19.0,98.0,97.0,1,1.9,3.0
1.8,46.25395075339949,26.0,15.232376904002834,96.0,69.72260901429095,1,10.209180327868852,3.8
3.292260061919504,107.0,15.991843971631205,43.0,77.14669738863287,74.0,0,5.2,5.9
21.0,74.0,26.0,30.0,86.0,85.0,1,-0.7,-0.1
29.0,50.0,26.0,24.0,84.0,84.0,1,-1.0,-0.7
20.2,37.0,15.0,13.0,80.0,80.0,1,-1.8,-1.8
2.4,26.0,19.0,13.0,80.0,83.0,1,-1.0,-0.2
0.6,24.0,17.0,2.0,80.0,81.0,0,-0.1,0.1
0.0,46.25395075339949,13.0,17.0,52.0,61.0,0,0.4,0.9
3.292260061919504,37.0,15.991843971631205,20.0,77.14669738863287,74.0,0,-1.6,-1.3
0.0,35.0,20.0,17.0,96.0,96.0,0,-0.2,0.1
0.0,33.0,0.0,13.0,97.0,81.0,0,1.6,2.5
0.0,37.0,17.0,19.0,97.0,88.0,0,0.9,1.8
0.0,46.0,17.0,13.0,97.0,76.0,0,1.3,3.1
3.2,67.0,39.0,26.0,97.0,95.0,1,2.3,2.7
1.0,67.0,30.0,26.0,94.0,95.0,0,-1.0,-0.6
12.6,39.0,17.0,19.0,93.0,95.0,1,-1.2,-0.6
3.0,20.0,2.0,0.0,87.0,86.0,1,-0.6,1.6
2.4,52.0,0.0,17.0,83.0,85.0,1,-0.1,0.3
0.0,50.0,11.0,11.0,72.0,66.0,0,4.5,5.2
0.0,43.0,20.0,20.0,86.0,75.0,0,-0.3,1.2
0.0,59.0,24.0,31.0,98.0,85.0,0,2.0,2.6
0.0,59.0,28.0,28.0,98.0,72.0,0,2.8,3.0
0.0,59.0,13.0,22.0,74.0,48.0,0,5.2,5.9
0.2,72.0,28.0,33.0,98.0,98.0,0,0.7,6.0
8.2,52.0,15.0,2.0,98.0,98.0,1,-0.9,-0.5
2.2,56.0,0.0,20.0,88.0,86.0,1,0.8,1.0
0.0,43.0,17.0,17.0,17.0,45.0,0,1.3,2.7
